"","num_sims","times_elapsed","output_precision","mean_results"
"89",439092,1.86217427253723,0.00053305335817396,0.721269346745
"90",483002,1.78787136077881,0.000555825481832572,0.72117527465
"91",531302,1.94640135765076,0.000477063734838433,0.72144392455
"92",584432,2.36933207511902,0.000645103121981258,0.72143534235
"93",642875,2.29878258705139,0.000644163399871567,0.72146855921
"94",707163,2.86936068534851,0.000704362017467921,0.72126235394
"95",777879,2.44017839431763,0.000495935765911018,0.721479304615
"96",855667,2.71211433410645,0.000504228860203397,0.72132178756
"97",941234,3.16253733634949,0.000536845622928129,0.721175127535
"98",1035357,3.63631153106689,0.000380056052218297,0.72143941654
"99",1138893,3.93251991271973,0.000357397138863286,0.72136535215
"100",1252782,4.01685261726379,0.000270866433117927,0.721317435915
"101",1378061,4.81013083457947,0.000254347640387159,0.72134346738
"102",1515867,5.18420696258545,0.000340268457174282,0.721215944405
"103",1667454,5.44570922851562,0.000410020305834865,0.721441131215
"104",1834199,6.07388353347778,0.000396103640758159,0.72134035074
"105",2017619,6.36556553840637,0.000336736165682195,0.72123701254
"106",2219381,6.30853724479675,0.000263451530082244,0.721459451975
"107",2441319,7.93956160545349,0.000302066115825139,0.72133316047
"108",2685451,8.10661697387695,0.000218225480756694,0.72138419208
"109",2953996,9.35091114044189,0.000218939120701839,0.7213299544
"110",3249396,10.1782331466675,0.000236373301695268,0.721370248505
"111",3574335,10.858067035675,0.000190419017634885,0.72133589885
"112",3931769,11.8781006336212,0.00024838394325402,0.72132271759
"113",4324946,14.1806507110596,0.000202068442907271,0.72135965397
"114",4757441,14.4903030395508,0.000208753849701945,0.721326286545
"115",5233185,15.9232234954834,0.000202805054882033,0.72135361163
"116",5756503,17.690890789032,0.000199972302013607,0.72132370991
"117",6332154,18.6276903152466,0.000177183055391584,0.721380046975
"118",6965369,21.0398163795471,0.00014379878447031,0.72136474751
"119",7661906,23.1235022544861,0.000146530598911602,0.72138333465
"120",8428097,26.4431467056274,0.000135169993204151,0.72137010882
"121",9270906,29.2656273841858,0.00012606421172216,0.721369265315
"122",10197997,31.6791951656342,0.00015497768780212,0.72135402178
"123",11217797,34.7864382266998,0.000110592544938977,0.72138067751
"124",12339577,37.4717502593994,0.000166288744664478,0.72134315058
"125",13573534,40.4414312839508,0.000121743174510737,0.72137707837
"126",14930888,43.9937191009521,0.00011869127618233,0.721293626335
